YBR029C	CDS1	-1
YBR030W	RKM3	1
YBR031W	RPL4A	1
YBR032W	""	1
YBR033W	EDS1	1
YBR034C	HMT1	-1
YBR035C	PDX3	-1
YBR036C	CSG2	-1
YBR037C	SCO1	-1
YBR038W	CHS2	1
YBR039W	ATP3	1
YBR040W	FIG1	1
YBR041W	FAT1	1
YBR042C	CST26	-1
YBR043C	QDR3	-1
YBR044C	TCM62	-1
YBR045C	GIP1	-1
YBR046C	ZTA1	-1
YBR047W	FMP23	1
YBR048W	RPS11B	1
YBR049C	REB1	-1
YBR050C	REG2	-1
YBR051W	""	1
YBR052C	RFS1	-1
YBR053C	""	-1
YBR054W	YRO2	1
YBR055C	PRP6	-1
YBR056C-B	""	-1
YBR056W	""	1
YBR056W-A	MNC1	1
YBR057C	MUM2	-1
YBR058C	UBP14	-1
YBR058C-A	TSC3	-1
YBR059C	AKL1	-1
YBR060C	ORC2	-1
YBR061C	TRM7	-1
YBR062C	""	-1
YBR063C	""	-1
YBR064W	""	1
YBR065C	ECM2	-1
YBR066C	NRG2	-1
YBR067C	TIP1	-1
YBR068C	BAP2	-1
YBR069C	TAT1	-1
YBR070C	ALG14	-1
YBR071W	""	1
YBR072C-A	""	-1
YBR072W	HSP26	1
YBR073W	RDH54	1
YBR074W	PFF1	1
YBR076C-A	""	-1
YBR076W	ECM8	1
YBR077C	SLM4	-1
YBR078W	ECM33	1
YBR079C	RPG1	-1
YBR080C	SEC18	-1
YBR081C	SPT7	-1
YBR082C	UBC4	-1
YBR083W	TEC1	1
YBR084C-A	RPL19A	-1
YBR084W	MIS1	1
YBR085C-A	""	-1
YBR085W	AAC3	1
YBR086C	IST2	-1
YBR087W	RFC5	1
YBR088C	POL30	-1
YBR089C-A	NHP6B	-1
YBR089W	""	1
YBR090C	""	-1
YBR091C	TIM12	-1
YBR092C	PHO3	-1
YBR093C	PHO5	-1
YBR094W	PBY1	1
YBR095C	RXT2	-1
YBR096W	""	1
YBR097W	VPS15	1
YBR098W	MMS4	1
YBR099C	""	-1
YBR101C	FES1	-1
YBR102C	EXO84	-1
YBR103C-A	""	-1
YBR103W	SIF2	1
YBR104W	YMC2	1
YBR105C	VID24	-1
YBR106W	SND3	1
YBR107C	IML3	-1
YBR108W	AIM3	1
YBR109C	CMD1	-1
YBR109W-A	""	1
YBR110W	ALG1	1
YBR111C	YSA1	-1
YBR111W-A	SUS1	1
YBR112C	CYC8	-1
YBR113W	""	1
YBR114W	RAD16	1
YBR115C	LYS2	-1
YBR116C	""	-1
YBR117C	TKL2	-1
YBR118W	TEF2	1
YBR119W	MUD1	1
YBR120C	CBP6	-1
YBR121C	GRS1	-1
YBR121C-A	""	-1
YBR122C	MRPL36	-1
YBR123C	TFC1	-1
YBR124W	""	1
YBR125C	PTC4	-1
YBR126C	TPS1	-1
YBR126W-A	MEO1	1
YBR126W-B	""	1
YBR127C	VMA2	-1
YBR128C	ATG14	-1
YBR129C	OPY1	-1
YBR130C	SHE3	-1
YBR131C-A	""	-1
YBR131W	CCZ1	1
YBR132C	AGP2	-1
YBR133C	HSL7	-1
YBR134W	""	1
YBR135W	CKS1	1
YBR136W	MEC1	1
YBR137W	""	1
YBR138C	""	-1
YBR139W	ATG42	1
YBR140C	IRA1	-1
YBR141C	BMT2	-1
YBR141W-A	""	1
YBR142W	MAK5	1
YBR143C	SUP45	-1
YBR144C	""	-1
YBR145W	ADH5	1
YBR146W	MRPS9	1
YBR147W	RTC2	1
YBR148W	YSW1	1
YBR149W	ARA1	1
YBR150C	TBS1	-1
YBR151W	APD1	1
YBR152W	SPP381	1
YBR153W	RIB7	1
YBR154C	RPB5	-1
YBR155W	CNS1	1
YBR156C	SLI15	-1
YBR157C	ICS2	-1
YBR158W	AMN1	1
YBR159W	IFA38	1
YBR160W	CDC28	1
YBR161W	CSH1	1
YBR162C	TOS1	-1
YBR162W-A	YSY6	1
YBR163W	EXO5	1
YBR164C	ARL1	-1
YBR165W	UBS1	1
YBR166C	TYR1	-1
YBR167C	POP7	-1
YBR168W	PEX32	1
YBR169C	SSE2	-1
YBR170C	NPL4	-1
YBR171W	SEC66	1
YBR172C	SMY2	-1
YBR173C	UMP1	-1
YBR174C	""	-1
YBR175W	SWD3	1
YBR176W	ECM31	1
YBR177C	EHT1	-1
YBR178W	""	1
YBR179C	FZO1	-1
YBR180W	DTR1	1
YBR181C	RPS6B	-1
YBR182C	SMP1	-1
YBR182C-A	""	-1
YBR183W	YPC1	1
YBR184W	""	1
YBR185C	MBA1	-1
YBR186W	PCH2	1
YBR187W	GDT1	1
YBR188C	NTC20	-1
YBR189W	RPS9B	1
YBR190W	""	1
YBR191W	RPL21A	1
YBR191W-A	""	1
YBR192W	RIM2	1
YBR193C	MED8	-1
YBR194W	AIM4	1
YBR195C	MSI1	-1
YBR196C	PGI1	-1
YBR196C-A	""	-1
YBR196C-B	""	-1
YBR197C	""	-1
YBR198C	TAF5	-1
YBR199W	KTR4	1
YBR200W	BEM1	1
YBR200W-A	""	1
YBR201C-A	MIN7	-1
YBR201W	DER1	1
YBR202W	MCM7	1
YBR203W	COS111	1
YBR204C	LDH1	-1
YBR205W	KTR3	1
YBR206W	""	1
YBR207W	FTH1	1
YBR208C	DUR1,2	-1
YBR209W	""	1
YBR210W	ERV15	1
YBR211C	AME1	-1
YBR212W	NGR1	1
YBR213W	MET8	1
YBR214W	SDS24	1
YBR215W	HPC2	1
YBR216C	YBP1	-1
YBR217W	ATG12	1
YBR218C	PYC2	-1
YBR219C	""	-1
YBR220C	""	-1
YBR221C	PDB1	-1
YBR221W-A	""	1
YBR222C	PCS60	-1
YBR223C	TDP1	-1
YBR223W-A	""	1
YBR224W	""	1
YBR225W	""	1
YBR226C	""	-1
YBR227C	MCX1	-1
YBR228W	SLX1	1
YBR229C	ROT2	-1
YBR230C	OM14	-1
YBR230W-A	COQ21	1
YBR231C	SWC5	-1
YBR232C	""	-1
YBR233W	PBP2	1
YBR233W-A	DAD3	1
YBR234C	ARC40	-1
YBR235W	VHC1	1
YBR236C	ABD1	-1
YBR237W	PRP5	1
YBR238C	""	-1
YBR239C	ERT1	-1
YBR240C	THI2	-1
YBR241C	""	-1
YBR242W	""	1
YBR243C	ALG7	-1
YBR244W	GPX2	1
YBR245C	ISW1	-1
YBR246W	RRT2	1
YBR247C	ENP1	-1
YBR248C	HIS7	-1
YBR249C	ARO4	-1
YBR250W	SPO23	1
YBR251W	MRPS5	1
YBR252W	DUT1	1
YBR253W	SRB6	1
YBR254C	TRS20	-1
YBR255C-A	RCF3	-1
YBR255W	MTC4	1
YBR256C	RIB5	-1
YBR257W	POP4	1
YBR258C	SHG1	-1
YBR259W	""	1
YBR260C	RGD1	-1
YBR261C	TAE1	-1
YBR262C	MIC12	-1
YBR263W	SHM1	1
YBR264C	YPT10	-1
YBR265W	TSC10	1
YBR266C	SLM6	-1
YBR267W	REI1	1
YBR268W	MRPL37	1
YBR269C	SDH8	-1
YBR270C	BIT2	-1
YBR271W	EFM2	1
YBR272C	HSM3	-1
YBR273C	UBX7	-1
YBR274W	CHK1	1
YBR275C	RIF1	-1
YBR276C	PPS1	-1
YBR277C	""	-1
YBR278W	DPB3	1
YBR279W	PAF1	1
YBR280C	SAF1	-1
YBR281C	DUG2	-1
YBR282W	MRPL27	1
YBR283C	SSH1	-1
YBR284W	""	1
YBR285W	""	1
YBR286W	APE3	1
YBR287W	""	1
YBR288C	APM3	-1
YBR289W	SNF5	1
YBR290W	BSD2	1
YBR291C	CTP1	-1
YBR292C	""	-1
YBR293W	VBA2	1
YBR294W	SUL1	1
YBR295W	PCA1	1
YBR296C	PHO89	-1
YBR296C-A	TYC1	-1
YBR297W	MAL33	1
YBR298C	MAL31	-1
YBR298C-A	""	-1
YBR299W	MAL32	1
YBR300C	""	-1
YBR301W	PAU24	1
YBR302C	COS2	-1
YCL001W	RER1	1
YCL001W-A	""	1
YCL001W-B	""	1
YCL002C	""	-1
YCL004W	PGS1	1
YCL005W	LDB16	1
YCL005W-A	VMA9	1
YCL007C	""	-1
YCL008C	STP22	-1
YCL009C	ILV6	-1
YCL010C	SGF29	-1
YCL011C	GBP2	-1
YCL012C	""	-1
YCL014W	BUD3	1
YCL016C	DCC1	-1
YCL017C	NFS1	-1
YCL018W	LEU2	1
YCL021W-A	""	1
YCL022C	""	-1
YCL023C	""	-1
YCL024W	KCC4	1
YCL025C	AGP1	-1
YCL026C-A	FRM2	-1
YCL026C-B	HBN1	-1
YCL027W	FUS1	1
YCL028W	RNQ1	1
YCL029C	BIK1	-1
YCL030C	HIS4	-1
YCL031C	RRP7	-1
YCL032W	STE50	1
YCL033C	MXR2	-1
YCL034W	LSB5	1
YCL035C	GRX1	-1
YCL036W	GFD2	1
YCL037C	SRO9	-1
YCL038C	ATG22	-1
YCL039W	GID7	1
YCL040W	GLK1	1
YCL041C	""	-1
YCL042W	""	1
YCL043C	PDI1	-1
YCL044C	MGR1	-1
YCL045C	EMC1	-1
YCL046W	""	1
YCL047C	POF1	-1
YCL048W	SPS22	1
YCL048W-A	""	1
YCL049C	""	-1
YCL050C	APA1	-1
YCL051W	LRE1	1
YCL052C	PBN1	-1
YCL054W	SPB1	1
YCL054W-A	RDT1	1
YCL055W	KAR4	1
YCL056C	PEX34	-1
YCL057C-A	MIC10	-1
YCL057W	PRD1	1
YCL058C	FYV5	-1
YCL058W-A	ADF1	1
YCL059C	KRR1	-1
YCL061C	MRC1	-1
YCL063W	VAC17	1
YCL064C	CHA1	-1
YCL065W	""	1
YCL066W	HMLALPHA1	1
YCL067C	HMLALPHA2	-1
YCL068C	""	-1
YCL069W	VBA3	1
YCL073C	GEX1	-1
YCL076W	""	1
YCR001W	""	1
YCR002C	CDC10	-1
YCR003W	MRPL32	1
YCR004C	YCP4	-1
YCR005C	CIT2	-1
YCR006C	""	-1
YCR007C	""	-1
YCR008W	SAT4	1
YCR009C	RVS161	-1
YCR010C	ADY2	-1
YCR011C	ADP1	-1
YCR012W	PGK1	1
YCR013C	""	-1
YCR014C	POL4	-1
YCR015C	CTO1	-1
YCR016W	""	1
YCR017C	CWH43	-1
YCR018C	SRD1	-1
YCR018C-A	""	-1
YCR019W	MAK32	1
YCR020C	PET18	-1
YCR020C-A	MAK31	-1
YCR020W-B	HTL1	1
YCR021C	HSP30	-1
YCR022C	""	-1
YCR023C	""	-1
YCR024C	SLM5	-1
YCR024C-A	PMP1	-1
YCR024C-B	""	-1
YCR025C	""	-1
YCR026C	NPP1	-1
YCR027C	RHB1	-1
YCR028C	FEN2	-1
YCR028C-A	RIM1	-1
YCR030C	SYP1	-1
YCR031C	RPS14A	-1
YCR032W	BPH1	1
YCR033W	SNT1	1
YCR034W	ELO2	1
YCR035C	RRP43	-1
YCR036W	RBK1	1
YCR037C	PHO87	-1
YCR038C	BUD5	-1
YCR038W-A	""	1
YCR039C	MATALPHA2	-1
YCR040W	MATALPHA1	1
YCR041W	""	1
YCR042C	TAF2	-1
YCR043C	""	-1
YCR044C	PER1	-1
YCR045C	RRT12	-1
YCR045W-A	""	1
YCR046C	IMG1	-1
YCR047C	BUD23	-1
YCR047W-A	""	1
YCR048W	ARE1	1
YCR049C	""	-1
YCR050C	""	-1
YCR051W	""	1
YCR052W	RSC6	1
YCR053W	THR4	1
YCR054C	CTR86	-1
YCR057C	PWP2	-1
YCR059C	YIH1	-1
YCR060W	TAH1	1
YCR061W	""	1
YCR063W	BUD31	1
YCR064C	""	-1
YCR065W	HCM1	1
YCR066W	RAD18	1
YCR067C	SED4	-1
YCR068W	ATG15	1
YCR069W	CPR4	1
YCR071C	IMG2	-1
YCR072C	RSA4	-1
YCR073C	SSK22	-1
YCR073W-A	SOL2	1
YCR075C	ERS1	-1
YCR075W-A	EGO2	1
YCR076C	FUB1	-1
YCR077C	PAT1	-1
YCR079W	PTC6	1
YCR081C-A	""	-1
YCR081W	SRB8	1
YCR082W	AHC2	1
YCR083W	TRX3	1
YCR084C	TUP1	-1
YCR085W	""	1
YCR086W	CSM1	1
YCR087C-A	""	-1
YCR087W	""	1
YCR088W	ABP1	1
YCR089W	FIG2	1
YCR090C	""	-1
YCR091W	KIN82	1
YCR092C	MSH3	-1
YCR093W	CDC39	1
YCR094W	CDC50	1
YCR095C	OCA4	-1
YCR095W-A	""	1
YCR096C	HMRA2	-1
YCR097W	HMRA1	1
YCR097W-A	""	1
YCR098C	GIT1	-1
YCR099C	""	-1
YCR100C	EMA35	-1
YCR101C	""	-1
YCR102C	""	-1
YCR102W-A	""	1
YCR104W	PAU3	1
YCR105W	ADH7	1
YCR106W	RDS1	1
YCR107W	AAD3	1
YCR108C	""	-1
YDL001W	RMD1	1
YDL002C	NHP10	-1
YDL003W	MCD1	1
YDL004W	ATP16	1
YDL005C	MED2	-1
YDL006W	PTC1	1
YDL007C-A	""	-1
YDL007W	RPT2	1
YDL008W	APC11	1
YDL009C	""	-1
YDL010W	GRX6	1
YDL011C	""	-1
YDL012C	""	-1
YDL013W	SLX5	1
YDL014W	NOP1	1
YDL015C	TSC13	-1
YDL016C	""	-1
YDL017W	CDC7	1
YDL018C	ERP3	-1
YDL019C	OSH2	-1
YDL020C	RPN4	-1
YDL021W	GPM2	1
YDL022C-A	""	-1
YDL022W	GPD1	1
YDL023C	""	-1
YDL024C	DIA3	-1
YDL025C	RTK1	-1
YDL025W-A	""	1
YDL026W	""	1
YDL027C	MRX9	-1
YDL028C	MPS1	-1
YDL029W	ARP2	1
YDL030W	PRP9	1
YDL031W	DBP10	1
YDL032W	""	1
YDL033C	SLM3	-1
YDL034W	""	1
YDL035C	GPR1	-1
YDL036C	PUS9	-1
YDL037C	BSC1	-1
YDL039C	PRM7	-1
YDL040C	NAT1	-1
YDL041W	""	1
YDL042C	SIR2	-1
YDL043C	PRP11	-1
YDL044C	MTF2	-1
YDL045C	FAD1	-1
YDL045W-A	MRP10	1
YDL046W	NPC2	1
YDL047W	SIT4	1
YDL048C	STP4	-1
YDL049C	KNH1	-1
YDL050C	""	-1
YDL051W	LHP1	1
YDL052C	SLC1	-1
YDL053C	PBP4	-1
YDL054C	MCH1	-1
YDL055C	PSA1	-1
YDL056W	MBP1	1
YDL057W	""	1
YDL058W	USO1	1
YDL059C	RAD59	-1
YDL060W	TSR1	1
YDL061C	RPS29B	-1
YDL062W	""	1
YDL063C	SYO1	-1
YDL064W	UBC9	1
YDL065C	PEX19	-1
YDL066W	IDP1	1
YDL067C	COX9	-1
YDL068W	""	1
YDL069C	CBS1	-1
YDL070W	BDF2	1
YDL071C	""	-1
YDL072C	YET3	-1
YDL073W	AHK1	1
YDL074C	BRE1	-1
YDL075W	RPL31A	1
YDL076C	RXT3	-1
YDL077C	VAM6	-1
YDL078C	MDH3	-1
YDL079C	MRK1	-1
YDL080C	THI3	-1
YDL081C	RPP1A	-1
YDL082W	RPL13A	1
YDL083C	RPS16B	-1
YDL084W	SUB2	1
YDL085C-A	""	-1
YDL085W	NDE2	1
YDL086C-A	""	-1
YDL086W	""	1
YDL087C	LUC7	-1
YDL088C	ASM4	-1
YDL089W	NUR1	1
YDL090C	RAM1	-1
YDL091C	UBX3	-1
YDL092W	SRP14	1
YDL093W	PMT5	1
YDL094C	""	-1
YDL095W	PMT1	1
YDL096C	OPI6	-1
YDL097C	RPN6	-1
YDL098C	SNU23	-1
YDL099W	BUG1	1
YDL100C	GET3	-1
YDL101C	DUN1	-1
YDL102W	POL3	1
YDL103C	QRI1	-1
YDL104C	QRI7	-1
YDL105W	NSE4	1
YDL106C	PHO2	-1
YDL107W	MSS2	1
YDL108W	KIN28	1
YDL109C	""	-1
YDL110C	TMA17	-1
YDL111C	RRP42	-1
YDL112W	TRM3	1
YDL113C	ATG20	-1
YDL114W	""	1
YDL114W-A	""	1
YDL115C	IWR1	-1
YDL116W	NUP84	1
YDL117W	CYK3	1
YDL118W	""	1
YDL119C	HEM25	-1
YDL120W	YFH1	1
YDL121C	EXP1	-1
YDL122W	UBP1	1
YDL123W	SNA4	1
YDL124W	""	1
YDL125C	HNT1	-1
YDL126C	CDC48	-1
YDL127W	PCL2	1
YDL128W	VCX1	1
YDL129W	""	1
YDL130W	RPP1B	1
YDL130W-A	STF1	1
YDL131W	LYS21	1
YDL132W	CDC53	1
YDL133C-A	RPL41B	-1
YDL133W	SRF1	1
YDL134C	PPH21	-1
YDL135C	RDI1	-1
YDL136W	RPL35B	1
YDL137W	ARF2	1
YDL138W	RGT2	1
YDL139C	SCM3	-1
YDL140C	RPO21	-1
YDL141W	BPL1	1
YDL142C	CRD1	-1
YDL143W	CCT4	1
YDL144C	""	-1
YDL145C	COP1	-1
YDL146W	LDB17	1
YDL147W	RPN5	1
YDL148C	NOP14	-1
YDL149W	ATG9	1
YDL150W	RPC53	1
YDL151C	BUD30	-1
YDL152W	""	1
YDL153C	SAS10	-1
YDL154W	MSH5	1
YDL155W	CLB3	1
YDL156W	CMR1	1
YDL157C	""	-1
YDL158C	""	-1
YDL159C-B	""	-1
YDL159W	STE7	1
YDL159W-A	""	1
YDL160C	DHH1	-1
YDL160C-A	MHF2	-1
YDL161W	ENT1	1
YDL162C	""	-1
YDL163W	""	1
YDL164C	CDC9	-1
YDL165W	CDC36	1
YDL166C	FAP7	-1
YDL167C	NRP1	-1
YDL168W	SFA1	1
YDL169C	UGX2	-1
YDL170W	UGA3	1
YDL171C	GLT1	-1
YDL172C	""	-1
YDL173W	PAR32	1
YDL174C	DLD1	-1
YDL175C	AIR2	-1
YDL176W	""	1
YDL177C	""	-1
YDL178W	DLD2	1
YDL179W	PCL9	1
YDL180W	""	1
YDL181W	INH1	1
YDL182W	LYS20	1
YDL183C	""	-1
YDL184C	RPL41A	-1
YDL185C-A	""	-1
YDL185W	VMA1	1
YDL186W	""	1
YDL187C	""	-1
YDL188C	PPH22	-1
YDL189W	RBS1	1
YDL190C	UFD2	-1
YDL191W	RPL35A	1
YDL192W	ARF1	1
YDL193W	NUS1	1
YDL194W	SNF3	1
YDL195W	SEC31	1
YDL196W	""	1
YDL197C	ASF2	-1
YDL198C	GGC1	-1
YDL199C	""	-1
YDL200C	MGT1	-1
YDL201W	TRM8	1
YDL202W	MRPL11	1
YDL203C	ACK1	-1
YDL204W	RTN2	1
YDL205C	HEM3	-1
YDL206W	""	1
YDL207W	GLE1	1
YDL208W	NHP2	1
YDL209C	CWC2	-1
YDL210W	UGA4	1
YDL211C	""	-1
YDL212W	SHR3	1
YDL213C	NOP6	-1
YDL214C	PRR2	-1
YDL215C	GDH2	-1
YDL216C	RRI1	-1
YDL217C	TIM22	-1
YDL218W	""	1
YDL219W	DTD1	1
YDL220C	CDC13	-1
YDL221W	""	1
YDL222C	FMP45	-1
YDL223C	HBT1	-1
YDL224C	WHI4	-1
YDL225W	SHS1	1
YDL226C	GCS1	-1
YDL227C	HO	-1
YDL228C	""	-1
YDL229W	SSB1	1
YDL230W	PTP1	1
YDL231C	BRE4	-1
YDL232W	OST4	1
YDL233W	MFG1	1
YDL234C	GYP7	-1
YDL235C	YPD1	-1
YDL236W	PHO13	1
YDL237W	AIM6	1
YDL238C	GUD1	-1
YDL239C	ADY3	-1
YDL240C-A	""	-1
YDL240W	LRG1	1
YDL241W	""	1
YDL242W	""	1
YDL243C	AAD4	-1
YDL244W	THI13	1
YDL245C	HXT15	-1
YDL246C	SOR2	-1
YDL247W	MPH2	1
YDL247W-A	""	1
YDL248W	COS7	1
YDR001C	NTH1	-1
YDR002W	YRB1	1
YDR003W	RCR2	1
YDR003W-A	""	1
YDR004W	RAD57	1
YDR005C	MAF1	-1
YDR006C	SOK1	-1
YDR007W	TRP1	1
YDR008C	""	-1
YDR009W	GAL3	1
YDR010C	""	-1
YDR011W	SNQ2	1
YDR012W	RPL4B	1
YDR013W	PSF1	1
YDR014W	RAD61	1
YDR014W-A	HED1	1
YDR015C	""	-1
YDR016C	DAD1	-1
YDR017C	KCS1	-1
YDR018C	""	-1
YDR019C	GCV1	-1
YDR020C	DAS2	-1
YDR021W	FAL1	1
YDR022C	ATG31	-1
YDR023W	SES1	1
YDR024W	FYV1	1
YDR025W	RPS11A	1
YDR026C	NSI1	-1
YDR027C	VPS54	-1
YDR028C	REG1	-1
YDR029W	""	1
YDR030C	RAD28	-1
